child_method_id,child_title,child_stage,parent_method_id,parent_title,parent_stage,family_name,relationship,confidence,evidence
m14018,Windsor Little Bob Royal,10,m26369,Windsor Treble Bob Major,8,Windsor,name_only,high,Different classifications (Treble Bob vs Bob)
m26413,Windsor Treble Bob Royal,10,m26369,Windsor Treble Bob Major,8,Windsor,extension,high,"Preserved front work (97%), valid lead progression (32->40), matching Treble Bob"
m30174,Windsor Little Alliance Royal,10,m26369,Windsor Treble Bob Major,8,Windsor,name_only,high,Different classifications (Treble Bob vs Alliance)
m13853,Windsor Bob Caters,9,m26859,Windsor Alliance Major,8,Windsor,name_only,high,Different classifications (Alliance vs Bob)
m14018,Windsor Little Bob Royal,10,m26859,Windsor Alliance Major,8,Windsor,name_only,high,Different classifications (Alliance vs Bob)
m26413,Windsor Treble Bob Royal,10,m26859,Windsor Alliance Major,8,Windsor,name_only,high,Different classifications (Alliance vs Treble Bob)
m30174,Windsor Little Alliance Royal,10,m26859,Windsor Alliance Major,8,Windsor,variant,low,Weak notation alignment (60% front work); likely independent construction
m14018,Windsor Little Bob Royal,10,m13853,Windsor Bob Caters,9,Windsor,name_only,high,Dissimilar notation (0% front work) despite shared name
m26413,Windsor Treble Bob Royal,10,m13853,Windsor Bob Caters,9,Windsor,name_only,high,Different classifications (Bob vs Treble Bob)
m30174,Windsor Little Alliance Royal,10,m13853,Windsor Bob Caters,9,Windsor,name_only,high,Different classifications (Bob vs Alliance)
m16223,Winford Surprise Major,8,m31083,Winford Bob Triples,7,Winford,name_only,high,Different classifications (Bob vs Surprise)
m25020,Winford Delight Major,8,m31083,Winford Bob Triples,7,Winford,name_only,high,Different classifications (Bob vs Delight)
m30986,Winter Solstice Delight Major,8,m29483,Winter Solstice Treble Place Minor,6,Winter Solstice,name_only,high,Different classifications (Treble Place vs Delight)
m11483,Winwick Bob Minor,6,m10926,Winwick Place Doubles,5,Winwick,variant,medium,"Partial structural overlap (40% front work), altered lead progression"
m22582,Winwick Surprise Royal,10,m10926,Winwick Place Doubles,5,Winwick,name_only,high,Different classifications (Place vs Surprise)
m27129,Winwick Little Alliance Maximus,12,m10926,Winwick Place Doubles,5,Winwick,name_only,high,Different classifications (Place vs Alliance)
m22582,Winwick Surprise Royal,10,m11483,Winwick Bob Minor,6,Winwick,name_only,high,Different classifications (Bob vs Surprise)
m27129,Winwick Little Alliance Maximus,12,m11483,Winwick Bob Minor,6,Winwick,name_only,high,Different classifications (Bob vs Alliance)
m27129,Winwick Little Alliance Maximus,12,m22582,Winwick Surprise Royal,10,Winwick,name_only,high,Different classifications (Surprise vs Alliance)
m17153,Wirral Surprise Major,8,m31882,Wirral Treble Bob Minimus,4,Wirral,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m14748,Wisborough Green Surprise Minor,6,m10635,Wisborough Green Place Doubles,5,Wisborough Green,name_only,high,Different classifications (Place vs Surprise)
m21014,Wistaston Surprise Major,8,m26675,Wistaston Alliance Minor,6,Wistaston,name_only,high,Different classifications (Alliance vs Surprise)
m49190,Wistow Treble Bob Minimus,4,m34029,Wistow Singles,3,Wistow,name_only,high,Different classifications (Principle vs Treble Bob)
m21178,Withycombe Raleigh Surprise Royal,10,m16247,Withycombe Raleigh Surprise Major,8,Withycombe Raleigh,extension,high,"Preserved front work (75%), valid lead progression (32->40), matching Surprise"
m18274,Witnesham Surprise Major,8,m11206,Witnesham Bob Minor,6,Witnesham,name_only,high,Different classifications (Bob vs Surprise)
m17519,Wokingham Surprise Major,8,m28129,Wokingham Bob Doubles,5,Wokingham,name_only,high,Different classifications (Bob vs Surprise)
m59429,Wokingham Delight Major,8,m28129,Wokingham Bob Doubles,5,Wokingham,name_only,high,Different classifications (Bob vs Delight)
m19316,Wolfram Surprise Major,8,m23518,Wolfram Delight Minor,6,Wolfram,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m29700,Wolfscote Dale Bob Triples,7,m58550,Wolfscote Dale Bob Minor,6,Wolfscote Dale,extension,high,"Preserved front work (75%), valid lead progression (12->14), matching Bob"
m20959,Wolfson College Surprise Major,8,m42241,Wolfson College Treble Bob Minimus,4,Wolfson College,variant,low,Weak notation alignment (25% front work); likely independent construction
m17380,Wollaston Surprise Major,8,m27757,Wollaston Minor,6,Wollaston,name_only,high,Different classifications (Hybrid vs Surprise)
m11337,Wollaton Bob Minor,6,m11047,Wollaton Place Doubles,5,Wollaton,variant,medium,"Partial structural overlap (60% front work), altered lead progression"
m23647,Wollaton Delight Minor,6,m11047,Wollaton Place Doubles,5,Wollaton,name_only,high,Different classifications (Place vs Delight)
m19976,Wollaton Surprise Major,8,m11047,Wollaton Place Doubles,5,Wollaton,name_only,high,Different classifications (Place vs Surprise)
m50111,Wollaton Alliance Major,8,m11047,Wollaton Place Doubles,5,Wollaton,name_only,high,Different classifications (Place vs Alliance)
m19976,Wollaton Surprise Major,8,m11337,Wollaton Bob Minor,6,Wollaton,name_only,high,Different classifications (Bob vs Surprise)
m50111,Wollaton Alliance Major,8,m11337,Wollaton Bob Minor,6,Wollaton,name_only,high,Different classifications (Bob vs Alliance)
m19976,Wollaton Surprise Major,8,m23647,Wollaton Delight Minor,6,Wollaton,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m50111,Wollaton Alliance Major,8,m23647,Wollaton Delight Minor,6,Wollaton,name_only,high,Different classifications (Delight vs Alliance)
m10385,Wood Green Delight Major,8,m15453,Wood Green Surprise Minor,6,Wood Green,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m10385,Wood Green Delight Major,8,m28147,Wood Green Differential Bob Minor,6,Wood Green,name_only,high,Different classifications (Bob vs Delight)
m24270,Woodbine Delight Major,8,m23206,Woodbine Delight Minor,6,Woodbine,extension,high,"Preserved front work (92%), valid lead progression (24->32), matching Delight"
m25558,Woodbine Delight Royal,10,m23206,Woodbine Delight Minor,6,Woodbine,extension,high,"Preserved front work (92%), valid lead progression (24->40), matching Delight"
m25853,Woodbine Delight Maximus,12,m23206,Woodbine Delight Minor,6,Woodbine,extension,high,"Preserved front work (92%), valid lead progression (24->48), matching Delight"
m25558,Woodbine Delight Royal,10,m24270,Woodbine Delight Major,8,Woodbine,extension,high,"Preserved front work (94%), valid lead progression (32->40), matching Delight"
m25853,Woodbine Delight Maximus,12,m24270,Woodbine Delight Major,8,Woodbine,extension,high,"Preserved front work (94%), valid lead progression (32->48), matching Delight"
m25853,Woodbine Delight Maximus,12,m25558,Woodbine Delight Royal,10,Woodbine,extension,high,"Preserved front work (95%), valid lead progression (40->48), matching Delight"
m21969,Woodbrook Surprise Royal,10,m39898,Woodbrook Treble Place Minimus,4,Woodbrook,name_only,high,Different classifications (Treble Place vs Surprise)
m25827,Woodfine Delight Royal,10,m27498,Woodfine Treble Place Minor,6,Woodfine,name_only,high,Different classifications (Treble Place vs Delight)
m17382,Woodford Surprise Major,8,m10742,Woodford Bob Doubles,5,Woodford,name_only,high,Different classifications (Bob vs Surprise)
m24577,Woodford Delight Major,8,m10742,Woodford Bob Doubles,5,Woodford,name_only,high,Different classifications (Bob vs Delight)
m17382,Woodford Surprise Major,8,m27902,Woodford Doubles,5,Woodford,name_only,high,Different classifications (Principle vs Surprise)
m24577,Woodford Delight Major,8,m27902,Woodford Doubles,5,Woodford,name_only,high,Different classifications (Principle vs Delight)
m16178,Woodhouse Surprise Major,8,m12268,Woodhouse Bob Triples,7,Woodhouse,name_only,high,Different classifications (Bob vs Surprise)
m18723,Woodmancote Surprise Major,8,m30317,Woodmancote Bob Triples,7,Woodmancote,name_only,high,Different classifications (Bob vs Surprise)
m22524,Woodnewton Surprise Royal,10,m10750,Woodnewton Bob Doubles,5,Woodnewton,name_only,high,Different classifications (Bob vs Surprise)
m17889,Woodside Park Surprise Major,8,m12063,Woodside Park Bob Minor,6,Woodside Park,name_only,high,Different classifications (Bob vs Surprise)
m22715,Woodspring Surprise Maximus,12,m21313,Woodspring Surprise Royal,10,Woodspring,extension,high,"Preserved front work (80%), valid lead progression (40->48), matching Surprise"
m17061,Woodstock Surprise Major,8,m12326,Woodstock Bob Triples,7,Woodstock,name_only,high,Different classifications (Bob vs Surprise)
m21356,Woodstock Surprise Royal,10,m12326,Woodstock Bob Triples,7,Woodstock,name_only,high,Different classifications (Bob vs Surprise)
m22720,Woodstock Surprise Maximus,12,m12326,Woodstock Bob Triples,7,Woodstock,name_only,high,Different classifications (Bob vs Surprise)
m34597,Woodstock Surprise Fourteen,14,m12326,Woodstock Bob Triples,7,Woodstock,name_only,high,Different classifications (Bob vs Surprise)
m21356,Woodstock Surprise Royal,10,m17061,Woodstock Surprise Major,8,Woodstock,extension,high,"Preserved front work (78%), valid lead progression (32->40), matching Surprise"
m22720,Woodstock Surprise Maximus,12,m17061,Woodstock Surprise Major,8,Woodstock,extension,high,"Preserved front work (75%), valid lead progression (32->48), matching Surprise"
m34597,Woodstock Surprise Fourteen,14,m17061,Woodstock Surprise Major,8,Woodstock,extension,high,"Preserved front work (75%), valid lead progression (32->56), matching Surprise"
m22720,Woodstock Surprise Maximus,12,m21356,Woodstock Surprise Royal,10,Woodstock,extension,high,"Preserved front work (82%), valid lead progression (40->48), matching Surprise"
m34597,Woodstock Surprise Fourteen,14,m21356,Woodstock Surprise Royal,10,Woodstock,extension,high,"Preserved front work (80%), valid lead progression (40->56), matching Surprise"
m34597,Woodstock Surprise Fourteen,14,m22720,Woodstock Surprise Maximus,12,Woodstock,extension,high,"Preserved front work (85%), valid lead progression (48->56), matching Surprise"
m45487,Woodthorpe Delight Royal,10,m10097,Woodthorpe Bob Triples,7,Woodthorpe,name_only,high,Different classifications (Bob vs Delight)
m30208,Woodwell Alliance Royal,10,m10765,Woodwell Bob Doubles,5,Woodwell,name_only,high,Different classifications (Bob vs Alliance)
m42534,Wooler Surprise Major,8,m15098,Wooler Surprise Minor,6,Wooler,extension,medium,Consistent lead structure (24->32) and front work (58%)
m34942,Woolloomooloo Alliance Major,8,m24236,Woolloomooloo Delight Minor,6,Woolloomooloo,name_only,high,Different classifications (Delight vs Alliance)
m20144,Woolwich Surprise Major,8,m26074,Woolwich Treble Bob Minor,6,Woolwich,variant,low,Weak notation alignment (33% front work); likely independent construction
m19303,Wootton Surprise Major,8,m60607,Wootton Treble Place Minimus,4,Wootton,name_only,high,Different classifications (Treble Place vs Surprise)
m22172,Worcester Surprise Royal,10,m23370,Worcester Delight Minor,6,Worcester,variant,medium,Cross-class structural variant (Delight->Surprise) with 54% front work alignment
m22942,Worcester Surprise Maximus,12,m23370,Worcester Delight Minor,6,Worcester,variant,medium,Cross-class structural variant (Delight->Surprise) with 54% front work alignment
m23167,Worcester Surprise Fourteen,14,m23370,Worcester Delight Minor,6,Worcester,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m22942,Worcester Surprise Maximus,12,m22172,Worcester Surprise Royal,10,Worcester,extension,high,"Preserved front work (72%), valid lead progression (40->48), matching Surprise"
m23167,Worcester Surprise Fourteen,14,m22172,Worcester Surprise Royal,10,Worcester,extension,high,"Preserved front work (80%), valid lead progression (40->56), matching Surprise"
m23167,Worcester Surprise Fourteen,14,m22942,Worcester Surprise Maximus,12,Worcester,extension,high,"Preserved front work (77%), valid lead progression (48->56), matching Surprise"
m19295,Worcestershire Surprise Major,8,m30378,Worcestershire Place Doubles,5,Worcestershire,name_only,high,Different classifications (Place vs Surprise)
m22244,Worcestershire Surprise Royal,10,m30378,Worcestershire Place Doubles,5,Worcestershire,name_only,high,Different classifications (Place vs Surprise)
m22988,Worcestershire Surprise Maximus,12,m30378,Worcestershire Place Doubles,5,Worcestershire,name_only,high,Different classifications (Place vs Surprise)
m22244,Worcestershire Surprise Royal,10,m19295,Worcestershire Surprise Major,8,Worcestershire,extension,high,"Preserved front work (66%), valid lead progression (32->40), matching Surprise"
m22988,Worcestershire Surprise Maximus,12,m19295,Worcestershire Surprise Major,8,Worcestershire,extension,high,"Preserved front work (72%), valid lead progression (32->48), matching Surprise"
m22988,Worcestershire Surprise Maximus,12,m22244,Worcestershire Surprise Royal,10,Worcestershire,extension,high,"Preserved front work (70%), valid lead progression (40->48), matching Surprise"
m22004,Wordsley Surprise Royal,10,m26504,Wordsley Alliance Minor,6,Wordsley,name_only,high,Different classifications (Alliance vs Surprise)
m22004,Wordsley Surprise Royal,10,m33814,Wordsley Bob Minor,6,Wordsley,name_only,high,Different classifications (Bob vs Surprise)
m22085,Wordsworth Surprise Royal,10,m18423,Wordsworth Surprise Major,8,Wordsworth,extension,high,"Preserved front work (72%), valid lead progression (32->40), matching Surprise"
m25417,Worle Delight Major,8,m29014,Worle Bob Minor,6,Worle,name_only,high,Different classifications (Bob vs Delight)
m21900,Worsley Surprise Royal,10,m10074,Worsley Bob Triples,7,Worsley,name_only,high,Different classifications (Bob vs Surprise)
m26978,Worsley Alliance Royal,10,m10074,Worsley Bob Triples,7,Worsley,name_only,high,Different classifications (Bob vs Alliance)
m22875,Worsley Surprise Maximus,12,m10074,Worsley Bob Triples,7,Worsley,name_only,high,Different classifications (Bob vs Surprise)
m22875,Worsley Surprise Maximus,12,m21900,Worsley Surprise Royal,10,Worsley,extension,high,"Preserved front work (85%), valid lead progression (40->48), matching Surprise"
m22875,Worsley Surprise Maximus,12,m26978,Worsley Alliance Royal,10,Worsley,name_only,high,Different classifications (Alliance vs Surprise)
m21324,Worthington Surprise Royal,10,m16803,Worthington Surprise Major,8,Worthington,extension,high,"Preserved front work (72%), valid lead progression (32->40), matching Surprise"
m22716,Worthington Surprise Maximus,12,m16803,Worthington Surprise Major,8,Worthington,extension,high,"Preserved front work (72%), valid lead progression (32->48), matching Surprise"
m22716,Worthington Surprise Maximus,12,m21324,Worthington Surprise Royal,10,Worthington,extension,high,"Preserved front work (80%), valid lead progression (40->48), matching Surprise"
m35675,Wortley Alliance Major,8,m23922,Wortley Delight Minor,6,Wortley,name_only,high,Different classifications (Delight vs Alliance)
m16524,Wothorpe Surprise Major,8,m10722,Wothorpe Bob Doubles,5,Wothorpe,name_only,high,Different classifications (Bob vs Surprise)
m57897,Wrath Surprise Minor,6,m58207,Wrath Treble Place Minimus,4,Wrath,name_only,high,Different classifications (Treble Place vs Surprise)
m25767,Wrath Delight Royal,10,m58207,Wrath Treble Place Minimus,4,Wrath,name_only,high,Different classifications (Treble Place vs Delight)
m25767,Wrath Delight Royal,10,m57897,Wrath Surprise Minor,6,Wrath,variant,medium,Cross-class structural variant (Surprise->Delight) with 58% front work alignment
m30126,Wrenthorpe Surprise Royal,10,m26643,Wrenthorpe Alliance Minor,6,Wrenthorpe,name_only,high,Different classifications (Alliance vs Surprise)
m22251,Wrexham Surprise Royal,10,m13518,Wrexham Bob Major,8,Wrexham,name_only,high,Different classifications (Bob vs Surprise)
m13805,Wrington Bob Caters,9,m12460,Wrington Bob Major,8,Wrington,name_only,high,Dissimilar notation (0% front work) despite shared name
m21342,Wrington Surprise Royal,10,m12460,Wrington Bob Major,8,Wrington,name_only,high,Different classifications (Bob vs Surprise)
m21342,Wrington Surprise Royal,10,m13805,Wrington Bob Caters,9,Wrington,name_only,high,Different classifications (Bob vs Surprise)
m21857,Wycombe Surprise Royal,10,m17234,Wycombe Surprise Major,8,Wycombe,extension,high,"Preserved front work (69%), valid lead progression (32->40), matching Surprise"
m22863,Wycombe Surprise Maximus,12,m17234,Wycombe Surprise Major,8,Wycombe,extension,high,"Preserved front work (69%), valid lead progression (32->48), matching Surprise"
m21857,Wycombe Surprise Royal,10,m31294,Wycombe Delight Major,8,Wycombe,variant,medium,Cross-class structural variant (Delight->Surprise) with 59% front work alignment
m22863,Wycombe Surprise Maximus,12,m31294,Wycombe Delight Major,8,Wycombe,variant,medium,Cross-class structural variant (Delight->Surprise) with 59% front work alignment
m22863,Wycombe Surprise Maximus,12,m21857,Wycombe Surprise Royal,10,Wycombe,extension,high,"Preserved front work (82%), valid lead progression (40->48), matching Surprise"
m17062,Wye Surprise Major,8,m12312,Wye Bob Triples,7,Wye,name_only,high,Different classifications (Bob vs Surprise)
m21359,Wye Surprise Royal,10,m12312,Wye Bob Triples,7,Wye,name_only,high,Different classifications (Bob vs Surprise)
m22723,Wye Surprise Maximus,12,m12312,Wye Bob Triples,7,Wye,name_only,high,Different classifications (Bob vs Surprise)
m21359,Wye Surprise Royal,10,m17062,Wye Surprise Major,8,Wye,extension,high,"Preserved front work (75%), valid lead progression (32->40), matching Surprise"
m22723,Wye Surprise Maximus,12,m17062,Wye Surprise Major,8,Wye,extension,high,"Preserved front work (75%), valid lead progression (32->48), matching Surprise"
m22723,Wye Surprise Maximus,12,m21359,Wye Surprise Royal,10,Wye,extension,high,"Preserved front work (80%), valid lead progression (40->48), matching Surprise"
m27004,Wye Valley Alliance Royal,10,m43275,Wye Valley Delight Major,8,Wye Valley,name_only,high,Different classifications (Delight vs Alliance)
m27014,Wyke Alliance Royal,10,m12910,Wyke Bob Major,8,Wyke,name_only,high,Different classifications (Bob vs Alliance)
m28626,Wykeham Alliance Royal,10,m27210,Wykeham Treble Place Doubles,5,Wykeham,name_only,high,Different classifications (Treble Place vs Alliance)
m13836,Wymondham Bob Caters,9,m12852,Wymondham Bob Major,8,Wymondham,name_only,high,Dissimilar notation (0% front work) despite shared name
m13836,Wymondham Bob Caters,9,m18013,Wymondham Surprise Major,8,Wymondham,name_only,high,Different classifications (Surprise vs Bob)
m30042,Wyvern Surprise Major,8,m29445,Wyvern Bob Doubles,5,Wyvern,name_only,high,Different classifications (Bob vs Surprise)
m30042,Wyvern Surprise Major,8,m29514,Wyvern Treble Place Doubles,5,Wyvern,name_only,high,Different classifications (Treble Place vs Surprise)
m21445,XL Surprise Royal,10,m17215,XL Surprise Major,8,XL,extension,high,"Preserved front work (69%), valid lead progression (32->40), matching Surprise"
m22757,XL Surprise Maximus,12,m17215,XL Surprise Major,8,XL,extension,high,"Preserved front work (69%), valid lead progression (32->48), matching Surprise"
m22757,XL Surprise Maximus,12,m21445,XL Surprise Royal,10,XL,extension,high,"Preserved front work (70%), valid lead progression (40->48), matching Surprise"
m16239,Xanadu Surprise Major,8,m23754,Xanadu Delight Minor,6,Xanadu,variant,medium,Cross-class structural variant (Delight->Surprise) with 46% front work alignment
m16239,Xanadu Surprise Major,8,m27354,Xanadu Treble Place Minor,6,Xanadu,name_only,high,Different classifications (Treble Place vs Surprise)
m25723,Xanthe Delight Royal,10,m30648,Xanthe Little Treble Bob Major,8,Xanthe,variant,low,Weak notation alignment (50% front work); likely independent construction
m26424,Xanthe Little Treble Bob Maximus,12,m30648,Xanthe Little Treble Bob Major,8,Xanthe,extension,high,"Preserved front work (100%), valid lead progression (8->8), matching Treble Bob"
m26424,Xanthe Little Treble Bob Maximus,12,m25723,Xanthe Delight Royal,10,Xanthe,variant,low,Weak notation alignment (50% front work); likely independent construction
m25638,Xanthus Delight Royal,10,m19405,Xanthus Surprise Major,8,Xanthus,variant,medium,Cross-class structural variant (Surprise->Delight) with 62% front work alignment
m16772,Xantippe Surprise Major,8,m24233,Xantippe Delight Minor,6,Xantippe,variant,low,Weak notation alignment (29% front work); likely independent construction
m13312,Xavier Bob Major,8,m26131,Xavier Treble Bob Minor,6,Xavier,name_only,high,Different classifications (Treble Bob vs Bob)
m20607,Xavier Surprise Major,8,m26131,Xavier Treble Bob Minor,6,Xavier,name_only,high,Dissimilar notation (21% front work) despite shared name
m28828,Xavier Delight Major,8,m26131,Xavier Treble Bob Minor,6,Xavier,name_only,high,Dissimilar notation (21% front work) despite shared name
m23120,Xavier Surprise Maximus,12,m26131,Xavier Treble Bob Minor,6,Xavier,name_only,high,Dissimilar notation (21% front work) despite shared name
m13312,Xavier Bob Major,8,m27528,Xavier Treble Place Minor,6,Xavier,name_only,high,Different classifications (Treble Place vs Bob)
m20607,Xavier Surprise Major,8,m27528,Xavier Treble Place Minor,6,Xavier,name_only,high,Different classifications (Treble Place vs Surprise)
m28828,Xavier Delight Major,8,m27528,Xavier Treble Place Minor,6,Xavier,name_only,high,Different classifications (Treble Place vs Delight)
m23120,Xavier Surprise Maximus,12,m27528,Xavier Treble Place Minor,6,Xavier,name_only,high,Different classifications (Treble Place vs Surprise)
m23120,Xavier Surprise Maximus,12,m13312,Xavier Bob Major,8,Xavier,name_only,high,Different classifications (Bob vs Surprise)
m23120,Xavier Surprise Maximus,12,m20607,Xavier Surprise Major,8,Xavier,extension,high,"Preserved front work (84%), valid lead progression (32->48), matching Surprise"
m23120,Xavier Surprise Maximus,12,m28828,Xavier Delight Major,8,Xavier,variant,medium,Cross-class structural variant (Delight->Surprise) with 59% front work alignment
m18759,Xebec Surprise Major,8,m11466,Xebec Bob Minor,6,Xebec,name_only,high,Different classifications (Bob vs Surprise)
m27045,Xebec Alliance Royal,10,m11466,Xebec Bob Minor,6,Xebec,name_only,high,Different classifications (Bob vs Alliance)
m27045,Xebec Alliance Royal,10,m18759,Xebec Surprise Major,8,Xebec,name_only,high,Different classifications (Surprise vs Alliance)
m15870,Xena Surprise Major,8,m27659,Xena Treble Place Minor,6,Xena,name_only,high,Different classifications (Treble Place vs Surprise)
m22994,Xenia Surprise Maximus,12,m19502,Xenia Surprise Major,8,Xenia,extension,high,"Preserved front work (75%), valid lead progression (32->48), matching Surprise"
m22994,Xenia Surprise Maximus,12,m29386,Xenia Delight Major,8,Xenia,variant,medium,Cross-class structural variant (Delight->Surprise) with 75% front work alignment
m22130,Xenolite Surprise Royal,10,m18659,Xenolite Surprise Major,8,Xenolite,extension,high,"Preserved front work (62%), valid lead progression (32->40), matching Surprise"
m22130,Xenolite Surprise Royal,10,m30093,Xenolite Delight Major,8,Xenolite,variant,medium,"Partial structural overlap (41% front work), altered lead progression"
m18747,Xenon Surprise Major,8,m23328,Xenon Delight Minor,6,Xenon,variant,medium,Cross-class structural variant (Delight->Surprise) with 46% front work alignment
m15994,Xenophon Surprise Major,8,m10127,Xenophon Bob Triples,7,Xenophon,name_only,high,Different classifications (Bob vs Surprise)
m32054,Xenophon Delight Royal,10,m10127,Xenophon Bob Triples,7,Xenophon,name_only,high,Different classifications (Bob vs Delight)
m32054,Xenophon Delight Royal,10,m15994,Xenophon Surprise Major,8,Xenophon,variant,medium,Cross-class structural variant (Surprise->Delight) with 66% front work alignment
m16500,Xerophilous Surprise Major,8,m23673,Xerophilous Delight Minor,6,Xerophilous,variant,medium,Cross-class structural variant (Delight->Surprise) with 50% front work alignment
m17222,Xingu Surprise Major,8,m26227,Xingu Treble Bob Minor,6,Xingu,variant,medium,Cross-class structural variant (Treble Bob->Surprise) with 46% front work alignment
m20564,Xoanon Surprise Major,8,m26176,Xoanon Treble Bob Minor,6,Xoanon,variant,medium,Cross-class structural variant (Treble Bob->Surprise) with 46% front work alignment
m21836,Xochimilco Surprise Royal,10,m10179,Xochimilco Bob Triples,7,Xochimilco,name_only,high,Different classifications (Bob vs Surprise)
m18722,Xylem Surprise Major,8,m56254,Xylem Treble Bob Minimus,4,Xylem,variant,low,Weak notation alignment (42% front work); likely independent construction
m25809,Xylem Delight Royal,10,m56254,Xylem Treble Bob Minimus,4,Xylem,variant,low,Weak notation alignment (29% front work); likely independent construction
m25809,Xylem Delight Royal,10,m18722,Xylem Surprise Major,8,Xylem,variant,low,Weak notation alignment (31% front work); likely independent construction
m18153,Xylene Surprise Major,8,m39959,Xylene Alliance Minimus,4,Xylene,name_only,high,Different classifications (Alliance vs Surprise)
m26936,Xylophone Alliance Major,8,m25930,Xylophone Treble Bob Minor,6,Xylophone,name_only,high,Different classifications (Treble Bob vs Alliance)
m22803,Xylophone Surprise Maximus,12,m25930,Xylophone Treble Bob Minor,6,Xylophone,variant,medium,Cross-class structural variant (Treble Bob->Surprise) with 50% front work alignment
m22803,Xylophone Surprise Maximus,12,m26936,Xylophone Alliance Major,8,Xylophone,name_only,high,Different classifications (Alliance vs Surprise)
m33575,Yaddlethorpe Surprise Major,8,m10654,Yaddlethorpe Place Doubles,5,Yaddlethorpe,name_only,high,Different classifications (Place vs Surprise)
m25736,Yaddlethorpe Delight Royal,10,m10654,Yaddlethorpe Place Doubles,5,Yaddlethorpe,name_only,high,Different classifications (Place vs Delight)
m25736,Yaddlethorpe Delight Royal,10,m33575,Yaddlethorpe Surprise Major,8,Yaddlethorpe,variant,medium,"Partial structural overlap (38% front work), altered lead progression"
m14057,Yanworth Bob Cinques,11,m20040,Yanworth Surprise Major,8,Yanworth,name_only,high,Different classifications (Surprise vs Bob)
m22175,Yarburgh Surprise Royal,10,m56070,Yarburgh Treble Place Singles,3,Yarburgh,name_only,high,Different classifications (Treble Place vs Surprise)
m16810,Yardley Surprise Major,8,m28169,Yardley Differential Bob Minor,6,Yardley,name_only,high,Different classifications (Bob vs Surprise)
m18760,Yardley Hastings Surprise Major,8,m27369,Yardley Hastings Treble Place Minor,6,Yardley Hastings,name_only,high,Different classifications (Treble Place vs Surprise)
m16783,Yarningale Surprise Major,8,m60606,Yarningale Treble Place Minimus,4,Yarningale,name_only,high,Different classifications (Treble Place vs Surprise)
m10714,Yarwell Bob Doubles,5,m31916,Yarwell Treble Place Minimus,4,Yarwell,name_only,high,Different classifications (Treble Place vs Bob)
m32001,Yarwell Delight Minor,6,m31916,Yarwell Treble Place Minimus,4,Yarwell,name_only,high,Different classifications (Treble Place vs Delight)
m22566,Yarwell Surprise Royal,10,m31916,Yarwell Treble Place Minimus,4,Yarwell,name_only,high,Different classifications (Treble Place vs Surprise)
m32001,Yarwell Delight Minor,6,m10714,Yarwell Bob Doubles,5,Yarwell,name_only,high,Different classifications (Bob vs Delight)
m22566,Yarwell Surprise Royal,10,m10714,Yarwell Bob Doubles,5,Yarwell,name_only,high,Different classifications (Bob vs Surprise)
m22566,Yarwell Surprise Royal,10,m32001,Yarwell Delight Minor,6,Yarwell,variant,medium,Cross-class structural variant (Delight->Surprise) with 54% front work alignment
m12572,Yatesbury Bob Major,8,m26640,Yatesbury Alliance Minor,6,Yatesbury,name_only,high,Different classifications (Alliance vs Bob)
m22026,Yatesbury Surprise Royal,10,m26640,Yatesbury Alliance Minor,6,Yatesbury,name_only,high,Different classifications (Alliance vs Surprise)
m22026,Yatesbury Surprise Royal,10,m12572,Yatesbury Bob Major,8,Yatesbury,name_only,high,Different classifications (Bob vs Surprise)
m51561,Yawthorpe Delight Royal,10,m16359,Yawthorpe Surprise Major,8,Yawthorpe,variant,medium,Cross-class structural variant (Surprise->Delight) with 72% front work alignment
m18449,Yaxley Surprise Major,8,m26502,Yaxley Alliance Minor,6,Yaxley,name_only,high,Different classifications (Alliance vs Surprise)
m17374,Yell Surprise Major,8,m11857,Yell Bob Minor,6,Yell,name_only,high,Different classifications (Bob vs Surprise)
m17374,Yell Surprise Major,8,m26053,Yell Treble Bob Minor,6,Yell,variant,low,Weak notation alignment (33% front work); likely independent construction
m10348,Yellowbelly Delight Major,8,m27299,Yellowbelly Treble Place Minor,6,Yellowbelly,name_only,high,Different classifications (Treble Place vs Delight)
m25858,Yellowstone Delight Maximus,12,m25618,Yellowstone Delight Royal,10,Yellowstone,extension,high,"Preserved front work (75%), valid lead progression (40->48), matching Delight"
m25912,Yellowstone Delight Fourteen,14,m25618,Yellowstone Delight Royal,10,Yellowstone,extension,high,"Preserved front work (75%), valid lead progression (40->56), matching Delight"
m25912,Yellowstone Delight Fourteen,14,m25858,Yellowstone Delight Maximus,12,Yellowstone,extension,high,"Preserved front work (79%), valid lead progression (48->56), matching Delight"
m13690,Yelvertoft Little Bob Major,8,m23475,Yelvertoft Delight Minor,6,Yelvertoft,name_only,high,Different classifications (Delight vs Bob)
m21844,Yelvertoft Surprise Royal,10,m23475,Yelvertoft Delight Minor,6,Yelvertoft,variant,low,Weak notation alignment (33% front work); likely independent construction
