domain,raw_term,canonical_term,category,evidence_count,source_examples,notes
dedication,S Edmund's Arts Centre,Saint Edmund's Arts Centre,abbreviation_expansion,2,Dove: Salisbury; Towers: Salisbury,S -> Saint
dedication,S Edward Conf & K,Saint Edward Conf and K,abbreviation_expansion,2,Dove: Shalstone; Towers: Shalstone,S -> Saint
dedication,S Edward M,Saint Edward M,abbreviation_expansion,2,Dove: Corfe Castle; Towers: Corfe Castle,S -> Saint
dedication,S Egelwin,Saint Egelwin,abbreviation_expansion,2,Dove: Scalford; Towers: Scalford,S -> Saint
dedication,S Egwin,Saint Egwin,abbreviation_expansion,2,Dove: Norton; Towers: Norton,S -> Saint
dedication,S Eigon,Saint Eigon,abbreviation_expansion,2,Dove: Llanigon; Towers: Llanigon,S -> Saint
dedication,S Elgin,Saint Elgin,abbreviation_expansion,2,Dove: North Frodingham; Towers: North Frodingham,S -> Saint
dedication,S Elizabeth in the Fields,Saint Elizabeth in the Fields,abbreviation_expansion,2,Dove: Ballymena; Towers: Ballymena,S -> Saint
dedication,S Elvan,Saint Elvan,abbreviation_expansion,2,Dove: Aberdare; Towers: Aberdare,S -> Saint
dedication,S Endellienta,Saint Endellienta,abbreviation_expansion,2,Dove: St Endellion; Towers: St Endellion,S -> Saint
dedication,S Enoder,Saint Enoder,abbreviation_expansion,2,Dove: St Enoder; Towers: St Enoder,S -> Saint
dedication,S Ercus,Saint Ercus,abbreviation_expansion,2,Dove: St Erth; Towers: St Erth,S -> Saint
dedication,S Esprit,Saint Esprit,abbreviation_expansion,2,Dove: Marton; Towers: Marton,S -> Saint
dedication,S Ethelbert & All Saints,Saint Ethelbert and All Saints,abbreviation_expansion,2,Dove: Belchamp Otten; Towers: Belchamp Otten,S -> Saint
dedication,S Ethelburga,Saint Ethelburga,abbreviation_expansion,2,Towers: Great Givendale; Towers: St Leonards on Sea,S -> Saint
dedication,S Euny,Saint Euny,abbreviation_expansion,2,Dove: Redruth; Towers: Redruth,S -> Saint
dedication,S Eurgain & S Peter,Saint Eurgain and Saint Peter,abbreviation_expansion,2,Dove: Northop; Towers: Northop,S -> Saint
dedication,S Eustachius,Saint Eustachius,abbreviation_expansion,2,Dove: Tavistock; Towers: Tavistock,S -> Saint
dedication,S Felicitas,Saint Felicitas,abbreviation_expansion,2,Dove: Phillack; Towers: Phillack,S -> Saint
dedication,S Felix,Saint Felix,abbreviation_expansion,2,Dove: Felixkirk; Towers: Felixkirk,S -> Saint
dedication,S Fimbarrus,Saint Fimbarrus,abbreviation_expansion,2,Dove: Fowey; Towers: Fowey,S -> Saint
dedication,S Florencius,Saint Florencius,abbreviation_expansion,2,Dove: St Florence; Towers: St Florence,S -> Saint
dedication,S Francis Xavier,Saint Francis Xavier,abbreviation_expansion,2,Dove: Liverpool; Towers: Liverpool,S -> Saint
dedication,S Garmon,Saint Garmon,abbreviation_expansion,2,Dove: Castle Caereinion; Towers: Castle Caereinion,S -> Saint
dedication,S Gastyn,Saint Gastyn,abbreviation_expansion,2,Dove: Llangasty Talyllyn; Towers: Llangasty Talyllyn,S -> Saint
dedication,S Genevieve,Saint Genevieve,abbreviation_expansion,2,Dove: Euston; Towers: Euston,S -> Saint
dedication,S George & S Gregory,Saint George and Saint Gregory,abbreviation_expansion,2,Dove: Pentlow; Towers: Pentlow,S -> Saint
dedication,S George & S Laurence,Saint George and Saint Lawrence,abbreviation_expansion,2,Dove: Springthorpe; Towers: Springthorpe,S -> Saint; Spelling standardized: Laurence -> Lawrence
dedication,S George (or S Cross),Saint George (or Saint Cross),abbreviation_expansion,2,Dove: St Cross South Elmham; Towers: St Cross South Elmham,S -> Saint
dedication,S George in the East,Saint George in the East,abbreviation_expansion,2,Dove: Stepney; Towers: Stepney,S -> Saint
dedication,S George of England,Saint George of England,abbreviation_expansion,2,Dove: Toddington; Towers: Toddington,S -> Saint
dedication,S Giles & All Saints,Saint Giles and All Saints,abbreviation_expansion,2,Dove: Orsett; Towers: Orsett,S -> Saint
dedication,S Giles & S Peter,Saint Giles and Saint Peter,abbreviation_expansion,2,Dove: Sidbury; Towers: Sidbury,S -> Saint
dedication,S Giles Abbot CofE,Saint Giles Abbot CofE,abbreviation_expansion,2,Dove: Cheadle; Towers: Cheadle,S -> Saint
dedication,S Giles in the Fields,Saint Giles in the Fields,abbreviation_expansion,2,Dove: Holborn; Towers: Holborn,S -> Saint
dedication,S Giles without Cripplegate,Saint Giles without Cripplegate,abbreviation_expansion,2,Dove: London; Towers: London,S -> Saint
dedication,S Gluvias,Saint Gluvias,abbreviation_expansion,2,Dove: St Gluvias; Towers: St Gluvias,S -> Saint
dedication,S Gonand of the Rock,Saint Gonand of the Rock,abbreviation_expansion,2,Dove: Roche; Towers: Roche,S -> Saint
dedication,S Gregory & S Martin,Saint Gregory and Saint Martin,abbreviation_expansion,2,Dove: Wye; Towers: Wye,S -> Saint
dedication,S Gulval,Saint Gulval,abbreviation_expansion,2,Dove: Gulval; Towers: Gulval,S -> Saint
dedication,S Gwendoline,Saint Gwendoline,abbreviation_expansion,2,Dove: Talgarth; Towers: Talgarth,S -> Saint
dedication,S Gwinear,Saint Gwinear,abbreviation_expansion,2,Dove: Gwinear; Towers: Gwinear,S -> Saint
dedication,S Helen & Holy Cross,Saint Helen and Holy Cross,abbreviation_expansion,2,Dove: Sheriff Hutton; Towers: Sheriff Hutton,S -> Saint
dedication,S Helen & S Giles,Saint Helen and Saint Giles,abbreviation_expansion,2,Dove: Rainham; Towers: Rainham,S -> Saint
dedication,S Helena & S Mary,Saint Helen and Saint Mary,abbreviation_expansion,2,Dove: Bourn; Towers: Bourn,S -> Saint; Spelling standardized: Helena -> Helen
dedication,S Herbert,Saint Herbert,abbreviation_expansion,2,Towers: Braithwaite; Towers: Carlisle,S -> Saint
dedication,S Hieritha,Saint Hieritha,abbreviation_expansion,2,Dove: Chittlehampton; Towers: Chittlehampton,S -> Saint
dedication,S Hilda's School Chapel,Saint Hilda's School Chapel,abbreviation_expansion,2,Dove: Mosman Park; Towers: Mosman Park,S -> Saint
dedication,S Hyderock,Saint Hyderock,abbreviation_expansion,2,Dove: Lanhydrock; Towers: Lanhydrock,S -> Saint
dedication,S Ida,Saint Ida,abbreviation_expansion,2,Dove: Ide; Towers: Ide,S -> Saint
dedication,S Idloes,Saint Idloes,abbreviation_expansion,2,Dove: Llanidloes; Towers: Llanidloes,S -> Saint
dedication,S Ignatius,Saint Ignatius,abbreviation_expansion,2,Dove: Hendon; Towers: Hendon,S -> Saint
dedication,S Ilan,Saint Ilan,abbreviation_expansion,2,Dove: Eglwysilan; Towers: Eglwysilan,S -> Saint
dedication,S Ildierna,Saint Ildierna,abbreviation_expansion,2,Dove: Lansallos; Towers: Lansallos,S -> Saint
dedication,"S Illtyd, S Gwynno, & S Dyfodwg","Saint Illtyd, Saint Gwynno, and Saint Dyfodwg",abbreviation_expansion,2,Dove: Llantrisant; Towers: Llantrisant,S -> Saint
dedication,S Isan,Saint Isan,abbreviation_expansion,2,Dove: Llanishen; Towers: Llanishen,S -> Saint
dedication,S Issell,Saint Issell,abbreviation_expansion,2,Dove: St Issells; Towers: St Issells,S -> Saint
dedication,S Issey,Saint Issey,abbreviation_expansion,2,Dove: St Issey; Towers: St Issey,S -> Saint
dedication,S Ivo,Saint Ivo,abbreviation_expansion,2,Dove: St Ive; Towers: St Ive,S -> Saint
dedication,S James & S Bartholomew,Saint James and Saint Bartholomew,abbreviation_expansion,2,Dove: Waterfall; Towers: Waterfall,S -> Saint; Spelling standardized: Bartholomew -> Bartholomew
dedication,S James & S Basil,Saint James and Saint Basil,abbreviation_expansion,2,Dove: Fenham; Towers: Fenham,S -> Saint
dedication,S James A&M,Saint James A&M,abbreviation_expansion,2,Dove: Talaton; Towers: Talaton,S -> Saint
dedication,S James Elder,Saint James Elder,abbreviation_expansion,2,Dove: Horton; Towers: Horton,S -> Saint
dedication,S James Garlickhythe,Saint James Garlickhythe,abbreviation_expansion,2,Dove: London; Towers: London,S -> Saint
dedication,S James Old Cath,Saint James Old Cath,abbreviation_expansion,2,Dove: Melbourne; Towers: Melbourne,S -> Saint
dedication,S James-without-the-Priory-Gate,Saint James-without-the-Priory-Gate,abbreviation_expansion,2,Dove: Southwick; Towers: Southwick,S -> Saint
dedication,S Jeffrey,Saint Jeffrey,abbreviation_expansion,2,Dove: Jeffreyston; Towers: Jeffreyston,S -> Saint
dedication,S John & All Saints,Saint John and All Saints,abbreviation_expansion,2,Dove: Kingstone; Towers: Kingstone,S -> Saint
dedication,S John & S Giles,Saint John and Saint Giles,abbreviation_expansion,2,Dove: Great Easton; Towers: Great Easton,S -> Saint
dedication,S John Ap,Saint John Ap,abbreviation_expansion,2,Towers: Sheepscombe; Towers: Whetstone,S -> Saint
dedication,S John Bapt & S Alkmund,Saint John the Baptist and Saint Alkmund,abbreviation_expansion,2,Dove: Aymestrey; Towers: Aymestrey,Qualifier expanded: \bS John Bapt\b -> Saint John the Baptist; S -> Saint
dedication,S John Bapt & S Helen,Saint John the Baptist and Saint Helen,abbreviation_expansion,2,Dove: Wroughton; Towers: Wroughton,Qualifier expanded: \bS John Bapt\b -> Saint John the Baptist; S -> Saint
dedication,"S John Bapt, S Lawrence, & S Anne","Saint John the Baptist, Saint Lawrence, and Saint Anne",abbreviation_expansion,2,Dove: Knowle; Towers: Knowle,Qualifier expanded: \bS John Bapt\b -> Saint John the Baptist; S -> Saint
dedication,S John at Hackney,Saint John at Hackney,abbreviation_expansion,2,Dove: Hackney; Towers: Hackney,S -> Saint
dedication,S John in Bedwardine,Saint John in Bedwardine,abbreviation_expansion,2,Dove: Worcester; Towers: Worcester,S -> Saint
dedication,S John in the Oaks,Saint John in the Oaks,abbreviation_expansion,2,Dove: St John; Towers: St John,S -> Saint
dedication,S John in the Wilderness,Saint John in the Wilderness,abbreviation_expansion,2,Towers: Shuttleworth; Towers: Withycombe Raleigh,S -> Saint
dedication,S John on the Wall,Saint John on the Wall,abbreviation_expansion,2,Dove: Bristol; Towers: Bristol,S -> Saint
dedication,S Juliot,Saint Juliot,abbreviation_expansion,2,Dove: St Juliot; Towers: St Juliot,S -> Saint
dedication,S Julitta,Saint Julitta,abbreviation_expansion,2,Dove: Lanteglos by Camelford; Towers: Lanteglos by Camelford,S -> Saint
dedication,S Katharine Cree,Saint Catherine Cree,abbreviation_expansion,2,Dove: London; Towers: London,S -> Saint; Spelling standardized: Katharine -> Catherine
dedication,S Katharine V&M,Saint Catherine V&M,abbreviation_expansion,2,Dove: Savernake Forest; Towers: Savernake Forest,S -> Saint; Spelling standardized: Katharine -> Catherine
dedication,S Kayna,Saint Kayna,abbreviation_expansion,2,Dove: St Keyne; Towers: St Keyne,S -> Saint
dedication,S Keverne,Saint Keverne,abbreviation_expansion,2,Dove: St Keverne; Towers: St Keverne,S -> Saint
dedication,S Keyne,Saint Keyne,abbreviation_expansion,2,Dove: Kenwyn; Towers: Kenwyn,S -> Saint
dedication,S Kyneburgha,Saint Kyneburgha,abbreviation_expansion,2,Dove: Castor; Towers: Castor,S -> Saint
dedication,S Ladoca,Saint Ladoca,abbreviation_expansion,2,Dove: Ladock; Towers: Ladock,S -> Saint
dedication,S Lalluwy & S Antoninus,Saint Lalluwy and Saint Antoninus,abbreviation_expansion,2,Dove: Menheniot; Towers: Menheniot,S -> Saint
dedication,S Lambert,Saint Lambert,abbreviation_expansion,2,Dove: Burneston; Towers: Burneston,S -> Saint
dedication,S Laud,Saint Laud,abbreviation_expansion,2,Dove: Sherington; Towers: Sherington,S -> Saint
dedication,S Laudus,Saint Laudus,abbreviation_expansion,2,Dove: Mabe; Towers: Mabe,S -> Saint
dedication,S Laurence & All Saints,Saint Lawrence and All Saints,abbreviation_expansion,2,Dove: Eastwood; Towers: Eastwood,S -> Saint; Spelling standardized: Laurence -> Lawrence
dedication,S Laurence M,Saint Lawrence M,abbreviation_expansion,2,Dove: Godmersham; Towers: Godmersham,S -> Saint; Spelling standardized: Laurence -> Lawrence
dedication,S Lawrence & S Paul,Saint Lawrence and Saint Paul,abbreviation_expansion,2,Dove: Pudsey; Towers: Pudsey,S -> Saint
dedication,S Lawrence Jewry,Saint Lawrence Jewry,abbreviation_expansion,2,Dove: London; Towers: London,S -> Saint
dedication,S Lazar,Saint Lazar,abbreviation_expansion,2,Dove: Bournville; Towers: Bournville,S -> Saint
dedication,S Leodegarius,Saint Leodegarius,abbreviation_expansion,2,Dove: Basford; Towers: Basford,S -> Saint
dedication,S Leonard & S Catherine,Saint Leonard and Saint Catherine,abbreviation_expansion,2,Dove: Drayton St Leonard; Towers: Drayton St Leonard,S -> Saint
dedication,S Leonard & S Dilpe,Saint Leonard and Saint Dilpe,abbreviation_expansion,2,Dove: Landulph; Towers: Landulph,S -> Saint
dedication,S Leonard & S James,Saint Leonard and Saint James,abbreviation_expansion,2,Dove: Rousham; Towers: Rousham,S -> Saint
dedication,S Leonard Less,Saint Leonard Less,abbreviation_expansion,2,Dove: Samlesbury; Towers: Samlesbury,S -> Saint
dedication,S Leonard at the Hythe,Saint Leonard at the Hythe,abbreviation_expansion,2,Dove: Colchester; Towers: Colchester,S -> Saint
dedication,S Leonard's Tower,Saint Leonard's Tower,abbreviation_expansion,2,Dove: Newton Abbot; Towers: Newton Abbot,S -> Saint
dedication,S Llawddog,Saint Llawddog,abbreviation_expansion,2,Dove: Cilgerran; Towers: Cilgerran,S -> Saint
dedication,S Llonio,Saint Llonio,abbreviation_expansion,2,Dove: Llandinam; Towers: Llandinam,S -> Saint
dedication,S Ludgvan,Saint Ludgvan,abbreviation_expansion,2,Dove: Ludgvan; Towers: Ludgvan,S -> Saint
dedication,S Luke & All Saints,Saint Luke and All Saints,abbreviation_expansion,2,Dove: Darrington; Towers: Darrington,S -> Saint
dedication,S Luke & S Mary V,Saint Luke and Saint Mary the Virgin,abbreviation_expansion,2,Dove: Shareshill; Towers: Shareshill,Qualifier expanded: \bS Mary V\b -> Saint Mary the Virgin; S -> Saint
dedication,S Mabena,Saint Mabyn,abbreviation_expansion,2,Dove: St Mabyn; Towers: St Mabyn,S -> Saint; Spelling standardized: Mabena -> Mabyn
dedication,S Maddern,Saint Maddern,abbreviation_expansion,2,Dove: Madron; Towers: Madron,S -> Saint
dedication,S Maelog,Saint Maelog,abbreviation_expansion,2,Dove: Llandefaelog; Towers: Llandefaelog,S -> Saint
dedication,S Magnus the Martyr,Saint Magnus the Martyr,abbreviation_expansion,2,Dove: London; Towers: London,S -> Saint
dedication,S Malachi,Saint Malachi,abbreviation_expansion,2,Dove: Royal Hillsborough; Towers: Royal Hillsborough,S -> Saint
dedication,S Manaccus & S Dunstan,Saint Manaccus and Saint Dunstan,abbreviation_expansion,2,Dove: Manaccan; Towers: Manaccan,S -> Saint
dedication,S Margaret ('Marble Church'),Saint Margaret ('Marble Church'),abbreviation_expansion,2,Dove: Bodelwyddan; Towers: Bodelwyddan,S -> Saint
dedication,S Margaret Q,Saint Margaret Q,abbreviation_expansion,2,Dove: Buxted; Towers: Buxted,S -> Saint
dedication,S Margaret aka All Saints,Saint Margaret aka All Saints,abbreviation_expansion,2,Dove: Somerton; Towers: Somerton,S -> Saint
dedication,S Marguerite de la Foret,Saint Margaret de la Foret,abbreviation_expansion,2,Dove: Forest; Towers: Forest,S -> Saint; Spelling standardized: Marguerite -> Margaret
dedication,S Mark Lord Mayor's Chapel,Saint Mark Lord Mayor's Chapel,abbreviation_expansion,2,Dove: Bristol; Towers: Bristol,S -> Saint
dedication,S Marnarck,Saint Marnarck,abbreviation_expansion,2,Dove: Lanreath; Towers: Lanreath,S -> Saint
dedication,S Martin & S Meriadoc,Saint Martin and Saint Meriadoc,abbreviation_expansion,2,Dove: Camborne; Towers: Camborne,S -> Saint
dedication,S Martin in the Cornmarket,Saint Martin in the Cornmarket,abbreviation_expansion,2,Dove: Worcester; Towers: Worcester,S -> Saint
dedication,S Martin le Grand,Saint Martin le Grand,abbreviation_expansion,2,Dove: York; Towers: York,S -> Saint
dedication,S Marwenne,Saint Marwenne,abbreviation_expansion,2,Dove: Marhamchurch; Towers: Marhamchurch,S -> Saint
dedication,S Mary & Holy Rood,Saint Mary and Holy Rood,abbreviation_expansion,2,Dove: Donington; Towers: Donington,S -> Saint
dedication,S Mary & Holy Trinity,Saint Mary and Holy Trinity,abbreviation_expansion,2,Dove: Buckland Filleigh; Towers: Buckland Filleigh,S -> Saint
dedication,S Mary & S Alkelda,Saint Mary and Saint Alkelda,abbreviation_expansion,2,Dove: Middleham; Towers: Middleham,S -> Saint
dedication,S Mary & S Barlok,Saint Mary and Saint Barlok,abbreviation_expansion,2,Dove: Norbury; Towers: Norbury,S -> Saint
dedication,S Mary & S Benedict,Saint Mary and Saint Benedict,abbreviation_expansion,2,Dove: Buckland Brewer; Towers: Buckland Brewer,S -> Saint
dedication,S Mary & S Beuno,Saint Mary and Saint Beuno,abbreviation_expansion,2,Dove: Whitford; Towers: Whitford,S -> Saint
dedication,S Mary & S Botolph,Saint Mary and Saint Botolph,abbreviation_expansion,2,Towers: Thorney Abbey; Towers: Whitton,S -> Saint; Spelling standardized: Botolph -> Botolph
dedication,S Mary & S Chad,Saint Mary and Saint Chad,abbreviation_expansion,2,Dove: Brewood; Towers: Brewood,S -> Saint
dedication,S Mary & S Clement,Saint Mary and Saint Clement,abbreviation_expansion,2,Dove: Clavering; Towers: Clavering,S -> Saint
dedication,S Mary & S Cuthberga & All Saints,Saint Mary and Saint Cuthberga and All Saints,abbreviation_expansion,2,Dove: Witchampton; Towers: Witchampton,S -> Saint
dedication,S Mary & S Cuthbert,Saint Mary and Saint Cuthbert,abbreviation_expansion,2,Dove: Chester le Street; Towers: Chester le Street,S -> Saint
dedication,S Mary & S Eanswythe,Saint Mary and Saint Eanswythe,abbreviation_expansion,2,Dove: Folkestone; Towers: Folkestone,S -> Saint
dedication,S Mary & S Edburga,Saint Mary and Saint Edburga,abbreviation_expansion,2,Dove: Stratton Audley; Towers: Stratton Audley,S -> Saint
dedication,S Mary & S Edward,Saint Mary and Saint Edward,abbreviation_expansion,2,Dove: West Hanningfield; Towers: West Hanningfield,S -> Saint
dedication,S Mary & S Ethelburga,Saint Mary and Saint Ethelburga,abbreviation_expansion,2,Dove: Lyminge; Towers: Lyminge,S -> Saint
dedication,S Mary & S Gabriel,Saint Mary and Saint Gabriel,abbreviation_expansion,2,Dove: South Harting; Towers: South Harting,S -> Saint
dedication,S Mary & S Gregory,Saint Mary and Saint Gregory,abbreviation_expansion,2,Dove: Frithelstock; Towers: Frithelstock,S -> Saint
dedication,S Mary & S Hardulph,Saint Mary and Saint Hardulph,abbreviation_expansion,2,Dove: Breedon on the Hill; Towers: Breedon on the Hill,S -> Saint
dedication,S Mary & S Helen,Saint Mary and Saint Helen,abbreviation_expansion,2,Dove: Neston; Towers: Neston,S -> Saint
dedication,S Mary & S Helena,Saint Mary and Saint Helen,abbreviation_expansion,2,Dove: Elstow; Towers: Elstow,S -> Saint; Spelling standardized: Helena -> Helen
