perf_id,position,flag_type,bell,flag_text
1107554,0,simulated-sound,,
439836,0,simulated-sound,,
320171,0,first-peal,2,
1136957,0,simulated-sound,,
1698033,0,first-quarter,4,
1065166,0,simulated-sound,,
1059060,0,new-method,,
325414,0,first-peal,1,
325414,1,first-peal,4,
1044038,0,first-peal,3,
1068286,0,first-peal,6,
1058638,0,first-peal,3,
1115286,0,first-peal,1,
1115286,1,first-peal,6,
1121848,0,simulated-sound,,
324297,0,new-method,,
1124310,0,new-method,,
371820,0,first-peal,6,
410477,0,new-method,,
1120183,0,first-peal,8,
407760,0,first-peal,4,
1109365,0,first-peal,2,
1148040,0,first-peal,4,
1052362,0,new-method,,
1088432,0,first-peal,4,
433576,0,new-method,,
407700,0,simulated-sound,,
1079845,0,first-peal,6,
407658,0,new-method,,
439835,0,simulated-sound,,
1106591,0,first-quarter,6,
1068642,0,first-peal,3,
433741,0,simulated-sound,,
1088912,0,new-method,,
1712756,0,first-quarter,1,
407936,0,first-peal,1,
1067318,0,simulated-sound,,
1054383,0,first-peal,1,
1073822,0,new-method,,
1413698,0,record-length,,
330610,0,simulated-sound,,
1092085,0,new-method,,
1128717,0,first-peal,1,
1073206,0,first-peal,1,
385053,0,first-peal,2,
1112102,0,simulated-sound,,
336027,0,simulated-sound,,
1119554,0,first-peal,1,
334746,0,first-peal,3,
1045515,0,new-method,,
334615,0,false,,Peal identified as false and withdrawn.
1106579,0,first-peal,1,
408025,0,simulated-sound,,
332656,0,first-peal,1,
339998,0,first-quarter,2,
339998,1,first-quarter,3,
1717749,0,first-quarter,1,
1717749,1,first-quarter,3,
1717749,2,first-quarter,4,
1717749,3,first-quarter,5,
1679950,0,first-peal,6,
1114508,0,simulated-sound,,
1974006,0,first-quarter,1,
1093928,0,new-method,,
1101257,0,new-method,,
1069286,0,lost-attempt,,
1133727,0,new-method,,
337113,0,simulated-sound,,
343447,0,simulated-sound,,
1125655,0,new-method,,
352836,0,new-method,,
408580,0,simulated-sound,,
408558,0,new-method,,
1107821,0,first-quarter,1,
1974001,0,first-quarter,6,
341744,0,first-quarter,1,
341744,1,first-quarter,6,
341500,0,first-quarter,1,
341497,0,first-quarter,1,
408499,0,first-peal,1,
408499,1,first-peal,6,
1094162,0,new-method,,
343095,0,new-method,,
408419,0,simulated-sound,,
411830,0,first-peal,2,
411830,1,first-peal,6,
439918,0,new-method,,
346865,0,first-peal,3,
1149842,0,first-peal,6,
346552,0,first-peal,1,
1087284,0,new-method,,
1439923,0,first-quarter,1,
1972394,0,first-quarter,1,
1114185,0,first-quarter,6,
345493,0,first-quarter,1,
1973996,0,first-quarter,6,
344642,0,new-method,,
1078168,0,first-peal,1,
1973997,0,first-quarter,6,
409071,0,simulated-sound,,
349486,0,simulated-sound,,
1811370,0,first-quarter,6,
349239,0,first-peal,4,
1972391,0,first-quarter,1,
348896,0,first-quarter,1,
1048693,0,new-method,,
1109350,0,new-method,,
347714,0,simulated-sound,,
1079819,0,simulated-sound,,
1434835,0,first-quarter,6,
1434835,1,first-quarter,8,
1097255,0,new-method,,
1130571,0,new-method,,
1783710,0,first-quarter,6,
353645,0,simulated-sound,,
1085813,0,new-method,,
1080161,0,first-peal,1,
1080161,1,first-peal,8,
352266,0,new-method,,
1972387,0,first-quarter,1,
352182,0,first-quarter,6,
434373,0,simulated-sound,,
1134454,0,record-length,,
444763,0,new-method,,
359242,0,record-length,,Ratified
1969693,0,first-quarter,6,
437450,0,simulated-sound,,
1911574,0,first-peal,6,
358153,0,record-length,,Ratified
357817,0,new-method,,
357232,0,new-method,,
357246,0,first-peal,1,
357024,0,new-method,,
1971226,0,first-quarter,6,
1916456,0,first-quarter,6,
355931,0,new-method,,
355774,0,first-quarter,6,
409406,0,simulated-sound,,
1594954,0,first-quarter,1,
1594954,1,first-quarter,6,
355155,0,first-peal,4,
1141226,0,first-peal,2,
409372,0,simulated-sound,,
1104991,0,new-method,,
362899,0,record-length,,Ratified
362899,1,new-method,,
412870,0,first-peal,1,
1090903,0,simulated-sound,,
361643,0,automated-ringing,1,Mabel
361643,1,automated-ringing,2,Mabel
361643,2,automated-ringing,3,Mabel
361643,3,automated-ringing,4,Mabel
361643,4,automated-ringing,6,Mabel
361643,5,automated-ringing,7,Mabel
361643,6,automated-ringing,8,Mabel
361643,7,automated-ringing,9,Mabel
361643,8,automated-ringing,10,Mabel
361643,9,automated-ringing,11,Mabel
361643,10,automated-ringing,12,Mabel
361643,11,simulated-sound,,
1969689,0,first-quarter,2,
468448,0,first-peal,1,
468448,1,first-peal,3,
468448,2,first-peal,4,
360815,0,automated-ringing,1,Mabel
360815,1,automated-ringing,2,Mabel
360815,2,automated-ringing,3,Mabel
360815,3,automated-ringing,4,Mabel
360815,4,automated-ringing,6,Mabel
360815,5,automated-ringing,7,Mabel
360815,6,automated-ringing,8,Mabel
360815,7,automated-ringing,9,Mabel
360815,8,automated-ringing,10,Mabel
360815,9,automated-ringing,11,Mabel
360815,10,automated-ringing,12,Mabel
360815,11,simulated-sound,,
1969691,0,first-quarter,1,
1969691,1,first-quarter,2,
1969691,2,first-quarter,6,
1969692,0,first-quarter,6,
1099699,0,first-quarter,6,
360303,0,first-quarter,6,
409652,0,new-method,,
434636,0,new-method,,
